SEXE,EDAT,DATA,ESDEVENIMENT,PAUTA,RECOMPTE
Home,30 a 39,03/11/2021,Cas,Parcial,1
Home,30 a 39,03/11/2021,Crítics,Completa,1
Home,30 a 39,03/11/2021,Cas,No iniciada,11
Home,30 a 39,03/11/2021,Cas,Completa,16
Dona,40 a 49,03/11/2021,Cas,Completa,40
Dona,40 a 49,03/11/2021,Crítics,No iniciada,1
Dona,40 a 49,03/11/2021,Cas,No iniciada,10
Home,40 a 49,03/11/2021,Cas,Completa,21
Home,40 a 49,03/11/2021,Cas,Parcial,1
Home,40 a 49,03/11/2021,Cas,No iniciada,6
Dona,50 a 59,03/11/2021,Cas,Completa,26
Dona,50 a 59,03/11/2021,Hospitalització,No iniciada,2
Dona,50 a 59,03/11/2021,Crítics,No iniciada,1
Dona,50 a 59,03/11/2021,Cas,No iniciada,3
Home,50 a 59,03/11/2021,Cas,No iniciada,3
Home,50 a 59,03/11/2021,Hospitalització,No iniciada,2
Home,50 a 59,03/11/2021,Hospitalització,Completa,1
Home,50 a 59,03/11/2021,Cas,Completa,23
Home,50 a 59,03/11/2021,Crítics,No iniciada,1
Dona,60 a 69,03/11/2021,Hospitalització,Completa,1
Dona,60 a 69,03/11/2021,Crítics,Completa,1
Dona,60 a 69,03/11/2021,Cas,Completa,19
Dona,60 a 69,03/11/2021,Cas,No iniciada,5
Home,60 a 69,03/11/2021,Hospitalització,Completa,3
Home,60 a 69,03/11/2021,Cas,No iniciada,2
Home,60 a 69,03/11/2021,Cas,Parcial,2
Home,60 a 69,03/11/2021,Hospitalització,No iniciada,1
Home,60 a 69,03/11/2021,Cas,Completa,14
Dona,70 a 79,03/11/2021,Hospitalització,Completa,1
Dona,70 a 79,03/11/2021,Cas,Completa,23
Dona,70 a 79,03/11/2021,Cas,No iniciada,1
Home,70 a 79,03/11/2021,Cas,No iniciada,1
Home,70 a 79,03/11/2021,Cas,Completa,14
Home,70 a 79,03/11/2021,Hospitalització,Completa,2
Dona,80 o més,03/11/2021,Hospitalització,Completa,4
Dona,80 o més,03/11/2021,Defunció,No iniciada,1
Dona,80 o més,03/11/2021,Cas,Completa,20
Dona,80 o més,03/11/2021,Defunció,Completa,1
Dona,80 o més,03/11/2021,Cas,No iniciada,2
Home,80 o més,03/11/2021,Cas,No iniciada,1
Home,80 o més,03/11/2021,Hospitalització,Completa,3
Home,80 o més,03/11/2021,Cas,Completa,12
Home,80 o més,03/11/2021,Crítics,No iniciada,1
No classificat,No classificat,03/11/2021,Cas,No iniciada,21
Dona,0 a 9,02/11/2021,Cas,No iniciada,61
Dona,0 a 9,02/11/2021,Hospitalització,No iniciada,1
Home,0 a 9,02/11/2021,Cas,No iniciada,47
Dona,10 a 19,02/11/2021,Cas,No iniciada,19
Dona,10 a 19,02/11/2021,Cas,Completa,8
Home,10 a 19,02/11/2021,Cas,No iniciada,24
Home,10 a 19,02/11/2021,Cas,Completa,3
Dona,20 a 29,02/11/2021,Cas,Completa,21
Dona,20 a 29,02/11/2021,Cas,Parcial,4
Dona,20 a 29,02/11/2021,Cas,No iniciada,17
Dona,20 a 29,02/11/2021,Hospitalització,No iniciada,2
Home,20 a 29,02/11/2021,Hospitalització,Completa,1
Home,20 a 29,02/11/2021,Cas,No iniciada,12
Home,20 a 29,02/11/2021,Cas,Parcial,1
Home,20 a 29,02/11/2021,Cas,Completa,19
Dona,30 a 39,02/11/2021,Cas,Completa,33
Dona,30 a 39,02/11/2021,Cas,No iniciada,20
Dona,30 a 39,02/11/2021,Cas,Parcial,1
Dona,30 a 39,02/11/2021,Crítics,No iniciada,1
Home,30 a 39,02/11/2021,Hospitalització,Completa,1
Home,30 a 39,02/11/2021,Cas,No iniciada,17
Home,30 a 39,02/11/2021,Cas,Completa,34
Dona,40 a 49,02/11/2021,Cas,Completa,42
Dona,40 a 49,02/11/2021,Cas,No iniciada,21
Dona,40 a 49,02/11/2021,Cas,Parcial,1
Dona,40 a 49,02/11/2021,Hospitalització,No iniciada,1
Home,40 a 49,02/11/2021,Cas,Parcial,2
Home,40 a 49,02/11/2021,Cas,Completa,51
Home,40 a 49,02/11/2021,Hospitalització,No iniciada,3
Home,40 a 49,02/11/2021,Cas,No iniciada,16
Dona,50 a 59,02/11/2021,Cas,Completa,27
Dona,50 a 59,02/11/2021,Cas,No iniciada,7
Dona,50 a 59,02/11/2021,Hospitalització,No iniciada,1
Home,50 a 59,02/11/2021,Cas,No iniciada,4
Home,50 a 59,02/11/2021,Cas,Parcial,3
Home,50 a 59,02/11/2021,Cas,Completa,36
Home,50 a 59,02/11/2021,Hospitalització,No iniciada,1
Dona,60 a 69,02/11/2021,Hospitalització,Completa,1
Dona,60 a 69,02/11/2021,Cas,Completa,26
Dona,60 a 69,02/11/2021,Cas,No iniciada,2
Home,60 a 69,02/11/2021,Cas,No iniciada,2
Home,60 a 69,02/11/2021,Crítics,Completa,1
Home,60 a 69,02/11/2021,Cas,Completa,38
Home,60 a 69,02/11/2021,Hospitalització,Completa,2
Dona,70 a 79,02/11/2021,Hospitalització,Completa,2
Dona,70 a 79,02/11/2021,Cas,Completa,18
Dona,70 a 79,02/11/2021,Crítics,Completa,1
Dona,70 a 79,02/11/2021,Cas,No iniciada,1
Home,70 a 79,02/11/2021,Crítics,Completa,1
Home,70 a 79,02/11/2021,Cas,Completa,20
Home,70 a 79,02/11/2021,Hospitalització,Completa,2
Dona,80 o més,02/11/2021,Hospitalització,Completa,5
Dona,80 o més,02/11/2021,Crítics,Completa,1
Dona,80 o més,02/11/2021,Cas,Completa,16
Dona,80 o més,02/11/2021,Cas,No iniciada,2
Dona,80 o més,02/11/2021,Cas,Parcial,1
Home,80 o més,02/11/2021,Cas,Completa,8
Home,80 o més,02/11/2021,Hospitalització,Completa,5
Home,80 o més,02/11/2021,Cas,No iniciada,1
No classificat,No classificat,02/11/2021,Cas,No iniciada,14
Dona,0 a 9,01/11/2021,Cas,No iniciada,11
Dona,0 a 9,01/11/2021,Hospitalització,No iniciada,1
Home,0 a 9,01/11/2021,Cas,No iniciada,7
Dona,10 a 19,01/11/2021,Cas,No iniciada,2
Dona,10 a 19,01/11/2021,Cas,Completa,1
Home,10 a 19,01/11/2021,Cas,No iniciada,5
Dona,20 a 29,01/11/2021,Cas,Parcial,1
Dona,20 a 29,01/11/2021,Cas,No iniciada,2
Dona,20 a 29,01/11/2021,Cas,Completa,6
Dona,20 a 29,01/11/2021,Hospitalització,Completa,1
Home,20 a 29,01/11/2021,Cas,No iniciada,2
Dona,30 a 39,01/11/2021,Cas,No iniciada,5
Dona,30 a 39,01/11/2021,Cas,Completa,3
Home,30 a 39,01/11/2021,Cas,Completa,8
Home,30 a 39,01/11/2021,Hospitalització,No iniciada,2
Home,30 a 39,01/11/2021,Cas,No iniciada,3
Home,30 a 39,01/11/2021,Crítics,No iniciada,1
Dona,40 a 49,01/11/2021,Cas,Completa,21
Dona,40 a 49,01/11/2021,Hospitalització,No iniciada,1
Dona,40 a 49,01/11/2021,Cas,No iniciada,5
Home,40 a 49,01/11/2021,Cas,Completa,12
Home,40 a 49,01/11/2021,Hospitalització,No iniciada,3
Home,40 a 49,01/11/2021,Cas,No iniciada,12
Dona,50 a 59,01/11/2021,Cas,Completa,7
Dona,50 a 59,01/11/2021,Cas,No iniciada,7
Home,50 a 59,01/11/2021,Cas,Completa,14
Home,50 a 59,01/11/2021,Cas,No iniciada,2
Dona,60 a 69,01/11/2021,Cas,Completa,3
Dona,60 a 69,01/11/2021,Cas,No iniciada,4
Home,60 a 69,01/11/2021,Hospitalització,Completa,2
Home,60 a 69,01/11/2021,Cas,No iniciada,3
Home,60 a 69,01/11/2021,Cas,Completa,11
Dona,70 a 79,01/11/2021,Cas,Completa,5
Dona,70 a 79,01/11/2021,Hospitalització,Completa,1
Home,70 a 79,01/11/2021,Crítics,Completa,1
Home,70 a 79,01/11/2021,Cas,No iniciada,1
Home,70 a 79,01/11/2021,Cas,Completa,2
Home,70 a 79,01/11/2021,Hospitalització,Completa,3
Dona,80 o més,01/11/2021,Defunció,Completa,3
Dona,80 o més,01/11/2021,Cas,Completa,3
Dona,80 o més,01/11/2021,Hospitalització,Completa,3
Home,80 o més,01/11/2021,Hospitalització,Completa,2
Home,80 o més,01/11/2021,Crítics,No iniciada,1
Home,80 o més,01/11/2021,Hospitalització,No iniciada,1
Home,80 o més,01/11/2021,Crítics,Completa,1
Home,80 o més,01/11/2021,Defunció,Parcial,1
Home,80 o més,01/11/2021,Cas,Completa,6
No classificat,No classificat,01/11/2021,Cas,No iniciada,16
Dona,0 a 9,31/10/2021,Cas,No iniciada,12
Home,0 a 9,31/10/2021,Cas,No iniciada,11
Dona,10 a 19,31/10/2021,Cas,Completa,3
Dona,10 a 19,31/10/2021,Cas,No iniciada,1
Home,10 a 19,31/10/2021,Cas,Completa,1
Home,10 a 19,31/10/2021,Cas,No iniciada,11
Dona,20 a 29,31/10/2021,Cas,No iniciada,2
Dona,20 a 29,31/10/2021,Hospitalització,Completa,1
Dona,20 a 29,31/10/2021,Cas,Parcial,1
Dona,20 a 29,31/10/2021,Cas,Completa,3
Home,20 a 29,31/10/2021,Cas,No iniciada,3
Home,20 a 29,31/10/2021,Cas,Completa,3
Dona,30 a 39,31/10/2021,Cas,Completa,9
Dona,30 a 39,31/10/2021,Cas,No iniciada,5
Dona,30 a 39,31/10/2021,Cas,Parcial,1
Home,30 a 39,31/10/2021,Cas,Completa,4
Home,30 a 39,31/10/2021,Cas,No iniciada,4
Dona,40 a 49,31/10/2021,Cas,No iniciada,8
Dona,40 a 49,31/10/2021,Cas,Completa,19
Home,40 a 49,31/10/2021,Cas,No iniciada,5
Home,40 a 49,31/10/2021,Cas,Completa,12
Home,40 a 49,31/10/2021,Hospitalització,No iniciada,1
Dona,50 a 59,31/10/2021,Cas,No iniciada,4
Dona,50 a 59,31/10/2021,Cas,Completa,7
Home,50 a 59,31/10/2021,Cas,Completa,10
Home,50 a 59,31/10/2021,Hospitalització,No iniciada,2
Home,50 a 59,31/10/2021,Cas,No iniciada,1
Dona,60 a 69,31/10/2021,Crítics,Completa,1
Dona,60 a 69,31/10/2021,Cas,Completa,9
Home,60 a 69,31/10/2021,Defunció,Completa,1
Home,60 a 69,31/10/2021,Cas,Completa,7
Home,60 a 69,31/10/2021,Hospitalització,Completa,1
Home,60 a 69,31/10/2021,Crítics,Completa,1
Dona,70 a 79,31/10/2021,Cas,Completa,1
Home,70 a 79,31/10/2021,Hospitalització,Completa,2
Home,70 a 79,31/10/2021,Cas,Completa,5
Home,70 a 79,31/10/2021,Crítics,Completa,1
Dona,80 o més,31/10/2021,Cas,Completa,2
Dona,80 o més,31/10/2021,Hospitalització,Completa,3
Home,80 o més,31/10/2021,Cas,Completa,1
Home,80 o més,31/10/2021,Defunció,Completa,2
Home,80 o més,31/10/2021,Hospitalització,No iniciada,1
Home,80 o més,31/10/2021,Cas,No iniciada,1
No classificat,No classificat,31/10/2021,Cas,No iniciada,8
Dona,0 a 9,30/10/2021,Cas,No iniciada,5
Home,0 a 9,30/10/2021,Cas,No iniciada,7
Dona,10 a 19,30/10/2021,Cas,No iniciada,12
Dona,10 a 19,30/10/2021,Cas,Completa,3
Home,10 a 19,30/10/2021,Cas,Completa,2
Home,10 a 19,30/10/2021,Cas,No iniciada,5
Dona,20 a 29,30/10/2021,Cas,Completa,6
Dona,20 a 29,30/10/2021,Cas,No iniciada,5
Home,20 a 29,30/10/2021,Cas,Parcial,2
Home,20 a 29,30/10/2021,Cas,No iniciada,2
Home,20 a 29,30/10/2021,Cas,Completa,7
Home,20 a 29,30/10/2021,Hospitalització,Completa,1
Home,20 a 29,30/10/2021,Crítics,Completa,1
Dona,30 a 39,30/10/2021,Cas,Completa,8
Dona,30 a 39,30/10/2021,Cas,No iniciada,7
Dona,30 a 39,30/10/2021,Hospitalització,No iniciada,1
Home,30 a 39,30/10/2021,Cas,Parcial,1
Home,30 a 39,30/10/2021,Cas,Completa,7
Home,30 a 39,30/10/2021,Hospitalització,No iniciada,1
Home,30 a 39,30/10/2021,Cas,No iniciada,7
Dona,40 a 49,30/10/2021,Cas,Completa,18
Dona,40 a 49,30/10/2021,Cas,No iniciada,9
Home,40 a 49,30/10/2021,Cas,No iniciada,4
Home,40 a 49,30/10/2021,Cas,Completa,19
Dona,50 a 59,30/10/2021,Cas,Completa,10
Home,50 a 59,30/10/2021,Cas,No iniciada,2
Home,50 a 59,30/10/2021,Hospitalització,No iniciada,1
Home,50 a 59,30/10/2021,Cas,Completa,12
Dona,60 a 69,30/10/2021,Hospitalització,Completa,1
Dona,60 a 69,30/10/2021,Cas,No iniciada,3
Dona,60 a 69,30/10/2021,Crítics,No iniciada,1
Dona,60 a 69,30/10/2021,Cas,Completa,4
Dona,60 a 69,30/10/2021,Hospitalització,No iniciada,2
Home,60 a 69,30/10/2021,Cas,No iniciada,3
Home,60 a 69,30/10/2021,Cas,Completa,7
Home,60 a 69,30/10/2021,Hospitalització,Parcial,1
Dona,70 a 79,30/10/2021,Cas,Completa,4
Dona,70 a 79,30/10/2021,Hospitalització,Completa,1
Home,70 a 79,30/10/2021,Hospitalització,Completa,4
Home,70 a 79,30/10/2021,Crítics,Completa,1
Home,70 a 79,30/10/2021,Cas,Completa,1
Dona,80 o més,30/10/2021,Hospitalització,Completa,2
Dona,80 o més,30/10/2021,Cas,Completa,4
Dona,80 o més,30/10/2021,Defunció,Completa,1
Home,80 o més,30/10/2021,Hospitalització,Completa,2
Home,80 o més,30/10/2021,Defunció,Completa,1
Home,80 o més,30/10/2021,Cas,Completa,4
No classificat,No classificat,30/10/2021,Hospitalització,No iniciada,1
No classificat,No classificat,30/10/2021,Cas,No iniciada,11
Dona,0 a 9,29/10/2021,Cas,No iniciada,28
Home,0 a 9,29/10/2021,Cas,No iniciada,27
Dona,10 a 19,29/10/2021,Cas,No iniciada,13
Dona,10 a 19,29/10/2021,Cas,Completa,2
Home,10 a 19,29/10/2021,Cas,No iniciada,13
Home,10 a 19,29/10/2021,Cas,Completa,4
Dona,20 a 29,29/10/2021,Cas,Completa,10
Dona,20 a 29,29/10/2021,Hospitalització,No iniciada,1
Dona,20 a 29,29/10/2021,Cas,No iniciada,5
Home,20 a 29,29/10/2021,Cas,Completa,9
Home,20 a 29,29/10/2021,Cas,No iniciada,7
Dona,30 a 39,29/10/2021,Cas,Completa,20
Dona,30 a 39,29/10/2021,Cas,Parcial,2
Dona,30 a 39,29/10/2021,Hospitalització,Completa,2
Dona,30 a 39,29/10/2021,Cas,No iniciada,13
Dona,30 a 39,29/10/2021,Hospitalització,No iniciada,1
Home,30 a 39,29/10/2021,Hospitalització,No iniciada,1
Home,30 a 39,29/10/2021,Cas,No iniciada,8
Home,30 a 39,29/10/2021,Cas,Completa,14
Dona,40 a 49,29/10/2021,Cas,Completa,25
Dona,40 a 49,29/10/2021,Cas,Parcial,1
Dona,40 a 49,29/10/2021,Hospitalització,Completa,1
Dona,40 a 49,29/10/2021,Cas,No iniciada,13
Home,40 a 49,29/10/2021,Cas,No iniciada,5
Home,40 a 49,29/10/2021,Cas,Completa,21
Home,40 a 49,29/10/2021,Hospitalització,No iniciada,1
Dona,50 a 59,29/10/2021,Cas,Completa,16
Dona,50 a 59,29/10/2021,Cas,No iniciada,6
Home,50 a 59,29/10/2021,Cas,No iniciada,5
Home,50 a 59,29/10/2021,Cas,Completa,24
Dona,60 a 69,29/10/2021,Cas,Completa,15
Home,60 a 69,29/10/2021,Cas,No iniciada,3
Home,60 a 69,29/10/2021,Hospitalització,Completa,2
Home,60 a 69,29/10/2021,Crítics,Completa,1
Home,60 a 69,29/10/2021,Cas,Completa,16
Dona,70 a 79,29/10/2021,Cas,Completa,15
Dona,70 a 79,29/10/2021,Cas,No iniciada,1
Dona,70 a 79,29/10/2021,Hospitalització,Completa,2
Home,70 a 79,29/10/2021,Hospitalització,No iniciada,1
Home,70 a 79,29/10/2021,Hospitalització,Completa,1
Home,70 a 79,29/10/2021,Cas,No iniciada,1
Home,70 a 79,29/10/2021,Cas,Completa,13
Home,70 a 79,29/10/2021,Crítics,Completa,1
Home,70 a 79,29/10/2021,Crítics,No iniciada,1
Dona,80 o més,29/10/2021,Defunció,Completa,1
Dona,80 o més,29/10/2021,Cas,Completa,9
Dona,80 o més,29/10/2021,Hospitalització,Completa,4
Dona,80 o més,29/10/2021,Crítics,Completa,1
Home,80 o més,29/10/2021,Hospitalització,Completa,3
Home,80 o més,29/10/2021,Cas,Completa,14
Home,80 o més,29/10/2021,Crítics,Completa,1
No classificat,No classificat,29/10/2021,Cas,No iniciada,17
Dona,0 a 9,28/10/2021,Cas,No iniciada,21
Home,0 a 9,28/10/2021,Cas,No iniciada,24
Dona,10 a 19,28/10/2021,Cas,No iniciada,17
Dona,10 a 19,28/10/2021,Cas,Completa,5
Dona,10 a 19,28/10/2021,Cas,Parcial,1
Home,10 a 19,28/10/2021,Cas,Completa,1
Home,10 a 19,28/10/2021,Cas,No iniciada,16
Dona,20 a 29,28/10/2021,Hospitalització,No iniciada,2
Dona,20 a 29,28/10/2021,Cas,No iniciada,7
Dona,20 a 29,28/10/2021,Cas,Parcial,1
Dona,20 a 29,28/10/2021,Cas,Completa,12
Home,20 a 29,28/10/2021,Cas,No iniciada,6
Home,20 a 29,28/10/2021,Cas,Completa,10
Dona,30 a 39,28/10/2021,Cas,Parcial,2
Dona,30 a 39,28/10/2021,Cas,No iniciada,12
Dona,30 a 39,28/10/2021,Hospitalització,No iniciada,1
Dona,30 a 39,28/10/2021,Cas,Completa,14
Home,30 a 39,28/10/2021,Cas,Completa,18
Home,30 a 39,28/10/2021,Cas,Parcial,1
Home,30 a 39,28/10/2021,Cas,No iniciada,12
Dona,40 a 49,28/10/2021,Cas,Completa,14
Dona,40 a 49,28/10/2021,Hospitalització,Completa,1
Dona,40 a 49,28/10/2021,Cas,No iniciada,9
Home,40 a 49,28/10/2021,Hospitalització,Completa,1
Home,40 a 49,28/10/2021,Cas,Completa,26
Home,40 a 49,28/10/2021,Crítics,Completa,1
Home,40 a 49,28/10/2021,Crítics,No iniciada,2
Home,40 a 49,28/10/2021,Cas,No iniciada,3
Home,40 a 49,28/10/2021,Cas,Parcial,2
Dona,50 a 59,28/10/2021,Cas,Completa,22
Dona,50 a 59,28/10/2021,Cas,Parcial,1
Dona,50 a 59,28/10/2021,Cas,No iniciada,7
Home,50 a 59,28/10/2021,Cas,No iniciada,1
Home,50 a 59,28/10/2021,Cas,Completa,21
Dona,60 a 69,28/10/2021,Cas,Completa,24
Dona,60 a 69,28/10/2021,Cas,No iniciada,4
Dona,60 a 69,28/10/2021,Hospitalització,Completa,1
Home,60 a 69,28/10/2021,Cas,Completa,20
Home,60 a 69,28/10/2021,Hospitalització,Completa,1
Home,60 a 69,28/10/2021,Crítics,Completa,1
Dona,70 a 79,28/10/2021,Cas,Completa,17
Dona,70 a 79,28/10/2021,Hospitalització,Completa,1
Home,70 a 79,28/10/2021,Cas,No iniciada,1
Home,70 a 79,28/10/2021,Hospitalització,Completa,5
Home,70 a 79,28/10/2021,Cas,Completa,13
Home,70 a 79,28/10/2021,Crítics,Completa,1
Dona,80 o més,28/10/2021,Cas,No iniciada,2
Dona,80 o més,28/10/2021,Cas,Completa,10
Dona,80 o més,28/10/2021,Hospitalització,Completa,3
Home,80 o més,28/10/2021,Hospitalització,No iniciada,2
Home,80 o més,28/10/2021,Hospitalització,Completa,1
Home,80 o més,28/10/2021,Cas,Completa,10
No classificat,No classificat,28/10/2021,Cas,No iniciada,20
Dona,0 a 9,27/10/2021,Cas,No iniciada,29
Home,0 a 9,27/10/2021,Cas,No iniciada,21
Dona,10 a 19,27/10/2021,Cas,No iniciada,10
Dona,10 a 19,27/10/2021,Cas,Parcial,1
Dona,10 a 19,27/10/2021,Cas,Completa,2
Home,10 a 19,27/10/2021,Cas,No iniciada,18
Home,10 a 19,27/10/2021,Cas,Completa,3
Dona,20 a 29,27/10/2021,Cas,Completa,13
Dona,20 a 29,27/10/2021,Hospitalització,Completa,1
Dona,20 a 29,27/10/2021,Hospitalització,No iniciada,4
Dona,20 a 29,27/10/2021,Cas,No iniciada,7
Home,20 a 29,27/10/2021,Cas,No iniciada,8
Home,20 a 29,27/10/2021,Cas,Completa,14
Home,20 a 29,27/10/2021,Hospitalització,No iniciada,1
Dona,30 a 39,27/10/2021,Cas,Completa,11
Dona,30 a 39,27/10/2021,Cas,No iniciada,9
Home,30 a 39,27/10/2021,Cas,Completa,11
Home,30 a 39,27/10/2021,Cas,No iniciada,8
Dona,40 a 49,27/10/2021,Cas,Completa,28
Dona,40 a 49,27/10/2021,Cas,No iniciada,4
Home,40 a 49,27/10/2021,Cas,No iniciada,8
Home,40 a 49,27/10/2021,Cas,Completa,21
Home,40 a 49,27/10/2021,Hospitalització,No iniciada,1
Dona,50 a 59,27/10/2021,Hospitalització,No iniciada,2
Dona,50 a 59,27/10/2021,Cas,No iniciada,11
Dona,50 a 59,27/10/2021,Cas,Completa,23
Home,50 a 59,27/10/2021,Cas,Completa,20
Home,50 a 59,27/10/2021,Cas,No iniciada,5
Dona,60 a 69,27/10/2021,Hospitalització,No iniciada,1
Dona,60 a 69,27/10/2021,Defunció,No iniciada,1
Dona,60 a 69,27/10/2021,Cas,No iniciada,1
Dona,60 a 69,27/10/2021,Cas,Completa,13
Home,60 a 69,27/10/2021,Cas,No iniciada,5
Home,60 a 69,27/10/2021,Cas,Completa,10
Dona,70 a 79,27/10/2021,Cas,Completa,16
Dona,70 a 79,27/10/2021,Crítics,Completa,1
Dona,70 a 79,27/10/2021,Hospitalització,No iniciada,1
Dona,70 a 79,27/10/2021,Hospitalització,Completa,3
Home,70 a 79,27/10/2021,Hospitalització,Completa,1
Home,70 a 79,27/10/2021,Cas,Completa,12
Home,70 a 79,27/10/2021,Cas,No iniciada,1
Home,70 a 79,27/10/2021,Defunció,Completa,1
Dona,80 o més,27/10/2021,Hospitalització,Completa,1
Dona,80 o més,27/10/2021,Cas,No iniciada,1
Dona,80 o més,27/10/2021,Cas,Completa,8
Dona,80 o més,27/10/2021,Crítics,Completa,1
Home,80 o més,27/10/2021,Hospitalització,Completa,3
Home,80 o més,27/10/2021,Cas,Completa,7
Home,80 o més,27/10/2021,Defunció,Completa,1
No classificat,No classificat,27/10/2021,Cas,No iniciada,16
Dona,0 a 9,26/10/2021,Cas,No iniciada,15
Home,0 a 9,26/10/2021,Hospitalització,No iniciada,1
Home,0 a 9,26/10/2021,Cas,No iniciada,16
Dona,10 a 19,26/10/2021,Cas,Completa,6
Dona,10 a 19,26/10/2021,Cas,No iniciada,17
Home,10 a 19,26/10/2021,Cas,Completa,2
Home,10 a 19,26/10/2021,Cas,No iniciada,13
Dona,20 a 29,26/10/2021,Cas,No iniciada,5
Dona,20 a 29,26/10/2021,Cas,Completa,17
Dona,20 a 29,26/10/2021,Cas,Parcial,1
Home,20 a 29,26/10/2021,Cas,Completa,10
Home,20 a 29,26/10/2021,Cas,No iniciada,7
Dona,30 a 39,26/10/2021,Hospitalització,Completa,1
Dona,30 a 39,26/10/2021,Cas,No iniciada,6
Dona,30 a 39,26/10/2021,Cas,Completa,12
Home,30 a 39,26/10/2021,Crítics,Completa,1
Home,30 a 39,26/10/2021,Cas,No iniciada,5
Home,30 a 39,26/10/2021,Hospitalització,Completa,2
Home,30 a 39,26/10/2021,Cas,Completa,10
Dona,40 a 49,26/10/2021,Cas,Completa,23
Dona,40 a 49,26/10/2021,Cas,No iniciada,4
Dona,40 a 49,26/10/2021,Hospitalització,No iniciada,1
Home,40 a 49,26/10/2021,Defunció,Completa,1
Home,40 a 49,26/10/2021,Cas,Parcial,1
Home,40 a 49,26/10/2021,Cas,Completa,18
Home,40 a 49,26/10/2021,Cas,No iniciada,7
Home,40 a 49,26/10/2021,Hospitalització,Completa,1
Dona,50 a 59,26/10/2021,Cas,Completa,21
Dona,50 a 59,26/10/2021,Cas,Parcial,1
Dona,50 a 59,26/10/2021,Cas,No iniciada,3
Home,50 a 59,26/10/2021,Hospitalització,No iniciada,1
Home,50 a 59,26/10/2021,Cas,No iniciada,5
Home,50 a 59,26/10/2021,Crítics,No iniciada,1
Home,50 a 59,26/10/2021,Cas,Completa,15
Dona,60 a 69,26/10/2021,Cas,No iniciada,2
Dona,60 a 69,26/10/2021,Cas,Completa,12
Home,60 a 69,26/10/2021,Cas,Completa,12
Home,60 a 69,26/10/2021,Hospitalització,Completa,1
Home,60 a 69,26/10/2021,Cas,No iniciada,1
Dona,70 a 79,26/10/2021,Crítics,No iniciada,1
Dona,70 a 79,26/10/2021,Cas,No iniciada,1
Dona,70 a 79,26/10/2021,Cas,Completa,17
Home,70 a 79,26/10/2021,Cas,No iniciada,1
Home,70 a 79,26/10/2021,Hospitalització,Completa,6
Home,70 a 79,26/10/2021,Cas,Completa,8
Dona,80 o més,26/10/2021,Cas,Completa,11
Dona,80 o més,26/10/2021,Hospitalització,Completa,2
Dona,80 o més,26/10/2021,Cas,No iniciada,1
Home,80 o més,26/10/2021,Hospitalització,Completa,2
Home,80 o més,26/10/2021,Crítics,Completa,1
Home,80 o més,26/10/2021,Cas,No iniciada,2
Home,80 o més,26/10/2021,Cas,Completa,9
Home,80 o més,26/10/2021,Hospitalització,No iniciada,1
No classificat,No classificat,26/10/2021,Hospitalització,No iniciada,1
No classificat,No classificat,26/10/2021,Cas,No iniciada,9
Dona,0 a 9,25/10/2021,Cas,No iniciada,27
Home,0 a 9,25/10/2021,Cas,No iniciada,39
Dona,10 a 19,25/10/2021,Cas,Completa,2
Dona,10 a 19,25/10/2021,Cas,No iniciada,10
Dona,10 a 19,25/10/2021,Cas,Parcial,1
Dona,10 a 19,25/10/2021,Hospitalització,No iniciada,1
Home,10 a 19,25/10/2021,Cas,No iniciada,14
Home,10 a 19,25/10/2021,Cas,Completa,1
Dona,20 a 29,25/10/2021,Cas,Completa,13
Dona,20 a 29,25/10/2021,Hospitalització,No iniciada,1
Dona,20 a 29,25/10/2021,Cas,No iniciada,9
Dona,20 a 29,25/10/2021,Cas,Parcial,1
Home,20 a 29,25/10/2021,Cas,Completa,8
Home,20 a 29,25/10/2021,Cas,Parcial,2
Home,20 a 29,25/10/2021,Crítics,No iniciada,1
Home,20 a 29,25/10/2021,Cas,No iniciada,5
Home,20 a 29,25/10/2021,Hospitalització,No iniciada,1
Dona,30 a 39,25/10/2021,Crítics,No iniciada,1
Dona,30 a 39,25/10/2021,Hospitalització,No iniciada,1
Dona,30 a 39,25/10/2021,Cas,No iniciada,9
Dona,30 a 39,25/10/2021,Cas,Completa,22
Home,30 a 39,25/10/2021,Hospitalització,Completa,1
Home,30 a 39,25/10/2021,Cas,No iniciada,12
Home,30 a 39,25/10/2021,Cas,Completa,24
Dona,40 a 49,25/10/2021,Cas,Parcial,1
Dona,40 a 49,25/10/2021,Cas,Completa,28
Dona,40 a 49,25/10/2021,Hospitalització,Completa,1
Dona,40 a 49,25/10/2021,Cas,No iniciada,7
Home,40 a 49,25/10/2021,Cas,No iniciada,12
Home,40 a 49,25/10/2021,Cas,Completa,35
Home,40 a 49,25/10/2021,Cas,Parcial,1
Dona,50 a 59,25/10/2021,Cas,No iniciada,10
Dona,50 a 59,25/10/2021,Cas,Completa,33
Home,50 a 59,25/10/2021,Cas,Completa,27
Home,50 a 59,25/10/2021,Crítics,No iniciada,2
Home,50 a 59,25/10/2021,Hospitalització,No iniciada,4
Home,50 a 59,25/10/2021,Cas,No iniciada,5
Dona,60 a 69,25/10/2021,Cas,Completa,24
Dona,60 a 69,25/10/2021,Crítics,Completa,1
Dona,60 a 69,25/10/2021,Hospitalització,No iniciada,1
Dona,60 a 69,25/10/2021,Crítics,No iniciada,1
Dona,60 a 69,25/10/2021,Cas,No iniciada,4
